buildings,production_method_groups,production_methods,type,required_construction,advancedores,aeroplanes,ai_systems,alloys,aluminium,ammunition,androids,artillery,automobiles,batteries,bauxite,business_data,civil_planes,clippers,clothes,coal,coffee,commonores,computer,copper,copperwires,cosmetics,dye,electricity,electroniccomponents,elgar_instruments,elgar_music,engines,explosives,fabric,fertilizer,fine_art,fish,fruit,furniture,gas,glass,global_electricity,gold,good_uranium,grain,groceries,hardwood,heavy_fuel,homeappliances,interactive_entertainment,iron,ironclads,lead,light_fuel,liquor,lubricant,luxury_clothes,luxury_furniture,manowars,manzoni_prints,meat,merchant_marine,oil,on_demand_goods,opium,organized_data,paper,pharmaceuticals,plastics,porcelain,processors,radios,rare_earths,raw_data,robotics,rubber,services,silk,small_arms,softwares,space_assets,steamers,steel,sugar,sulfur,tanks,tea,telecommunications,telephones,televisions,tobacco,tools,transportation,water,wine,wood
building_consumer_electronics_industry,pmg_television_category,pm_colored_cathode_tube_televisions,balance,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,-20,,,,,,,,,,,-30,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,-25,,55,,,,,,
building_consumer_electronics_industry,pmg_television_category,pm_hd_televisions,balance,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,-25,,,,,,,,,,,-30,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,-30,,60,,,,,,
building_consumer_electronics_industry,pmg_television_category,pm_smart_televisions,balance,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,-25,,,,,,,,,,,-40,,,,,,,,,-5,,-5,,,,,,,,,-5,,,,,,,,-35,,75,,,,,,
building_consumer_electronics_industry,pmg_automation_building_consumer_electronics_industry,pm_assembly_lines_building_consumer_electronics_industry,labor_saving,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,
building_consumer_electronics_industry,pmg_automation_building_consumer_electronics_industry,pm_advanced_assembly_lines_building_consumer_electronics_industry,labor_saving,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,-3,,,,
building_consumer_electronics_industry,pmg_automation_building_consumer_electronics_industry,pm_robotic_building_consumer_electronics_industry,labor_saving,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,-1,,,,-3,,,,,,,,,,,,,,,,,,,,,
building_consumer_electronics_industry,pmg_automation_building_consumer_electronics_industry,pm_iot_building_consumer_electronics_industry,labor_saving,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,-1,,,,-3,,,,,,,,,,,,,-5,,,,,,,,
building_consumer_electronics_industry,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_manual_data_reporting_heavy_industry,labor_saving,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_consumer_electronics_industry,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_manual_data_optimization_heavy_industry,labor_saving,construction_cost_modern,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_consumer_electronics_industry,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_digital_data_optimization_heavy_industry,labor_saving,construction_cost_modern,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_consumer_electronics_industry,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_digital_data_on_premises_heavy_industry,labor_saving,construction_cost_modern,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,-1,,,,,,,,,,,,,,,,
building_consumer_electronics_industry,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_internet_data_reporting_heavy_industry,labor_saving,construction_cost_modern,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,-3,,,,,,,,-2,,,,,,,,
building_consumer_electronics_industry,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_internet_data_algorithmic_dispatch_heavy_industry,labor_saving,construction_cost_modern,,,-6,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,-2,,,,,,,,-4,,,,,,,,
building_copper_mine,pmg_mining_equipment_building_copper_mine,pm_picks_and_shovels_building_copper_mine,upgrade,construction_cost_medium,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,
building_copper_mine,pmg_mining_equipment_building_copper_mine,pm_atmospheric_engine_pump_building_copper_mine,upgrade,construction_cost_medium,,,,,,,,,,,,,,,,-10,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,
building_copper_mine,pmg_mining_equipment_building_copper_mine,pm_condensing_engine_pump_building_copper_mine,upgrade,construction_cost_medium,,,,,,,,,,,,,,,,-15,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,
building_copper_mine,pmg_mining_equipment_building_copper_mine,pm_diesel_pump_building_copper_mine,upgrade,construction_cost_medium,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,,,,
building_copper_mine,pmg_mining_equipment_building_copper_mine,pm_electric_fueled_pump_building_copper_mine,upgrade,construction_cost_medium,,,,,,,,,,,,,,,,,,,,105,,,,-5,-2,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,,,,
building_copper_mine,pmg_mining_equipment_building_copper_mine,pm_heavy_machineries_building_copper_mine,upgrade,construction_cost_medium,,,,,,,,,,,,,,,,,,,,130,,,,-10,-3,,,-5,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,-7,,,,,,,,,,,,,,,,,,,,,
building_copper_mine,pmg_mining_equipment_building_copper_mine,pm_autonomous_and_remote_ops_building_copper_mine,upgrade,construction_cost_medium,,,,,,,,,,,,,,,,,,,,165,,,,-10,,,,-5,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,-2,,,,-12,,,,,,,,,,,,,-10,,,,,,,,
building_copper_mine,pmg_explosives_building_copper_mine,pm_no_explosives,upgrade,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_copper_mine,pmg_explosives_building_copper_mine,pm_nitroglycerin_building_copper_mine,upgrade,construction_cost_medium,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_copper_mine,pmg_explosives_building_copper_mine,pm_dynamite_building_copper_mine,upgrade,construction_cost_medium,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_copper_mine,pmg_explosives_building_copper_mine,pm_high_precision_blasting_building_copper_mine,upgrade,construction_cost_medium,,,,,,,,,,,,,,,,,,,,40,-2,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,
building_copper_mine,pmg_steam_automation_building_copper_mine,pm_no_steam_automation,labor_saving,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_copper_mine,pmg_steam_automation_building_copper_mine,pm_steam_donkey_mine,labor_saving,construction_cost_medium,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_copper_mine,pmg_steam_automation_building_copper_mine,pm_purification_mine,labor_saving,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_copper_mine,pmg_steam_automation_building_copper_mine,pm_hpgr_comminution,labor_saving,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,
building_copper_mine,pmg_train_automation_building_copper_mine,pm_road_carts,labor_saving,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_copper_mine,pmg_train_automation_building_copper_mine,pm_rail_transport_mine,labor_saving,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,
building_copper_mine,pmg_train_automation_building_copper_mine,pm_multiway_transport_mine,labor_saving,construction_cost_medium,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,
building_copper_mine,pmg_data_optimization_primary_sector,pm_manual_data_reporting_primary_sector,labor_saving,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_copper_mine,pmg_data_optimization_primary_sector,pm_manual_data_optimization_primary_sector,labor_saving,construction_cost_medium,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_copper_mine,pmg_data_optimization_primary_sector,pm_digital_data_optimization_primary_sector,labor_saving,construction_cost_medium,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_copper_mine,pmg_data_optimization_primary_sector,pm_digital_data_on_premises_primary_sector,labor_saving,construction_cost_medium,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,-1,,,,,,,,,,,,,,,,
building_copper_mine,pmg_data_optimization_primary_sector,pm_internet_data_reporting_primary_sector,labor_saving,construction_cost_medium,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,-3,,,,,,,,-1,,,,,,,,
building_cotton_plantation,pmg_base_building_cotton_plantation,default_building_cotton_plantation,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_cotton_plantation,pmg_base_building_cotton_plantation,automatic_irrigation_building_cotton_plantation,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_cotton_plantation,pmg_base_building_cotton_plantation,advanced_plantation_methods_building_cotton_plantation,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,,160,-5,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,
building_cotton_plantation,pmg_base_building_cotton_plantation,drone_assisted_agriculture_building_cotton_plantation,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,-20,,180,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,-8,,,,,,,,
building_cotton_plantation,pmg_cotton_exploitation,default_labour,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_cotton_plantation,pmg_cotton_exploitation,slave_exploitation_cotton,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_cotton_plantation,pmg_cotton_exploitation,worker_exploitation_cotton,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_cotton_plantation,pmg_train_automation_building_cotton_plantation,pm_road_carts,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_cotton_plantation,pmg_train_automation_building_cotton_plantation,pm_steam_rail_transport,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,
building_cotton_plantation,pmg_train_automation_building_cotton_plantation,pm_multiway_transport_plantation,labor_saving,construction_cost_low,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,
building_cotton_plantation,pmg_data_optimization_primary_sector_no_shopkeepers,pm_manual_data_reporting_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_cotton_plantation,pmg_data_optimization_primary_sector_no_shopkeepers,pm_manual_data_optimization_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_cotton_plantation,pmg_data_optimization_primary_sector_no_shopkeepers,pm_digital_data_optimization_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_cotton_plantation,pmg_data_optimization_primary_sector_no_shopkeepers,pm_digital_data_on_premises_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,-1,,,,,,,,,,,,,,,,
building_cotton_plantation,pmg_data_optimization_primary_sector_no_shopkeepers,pm_internet_data_reporting_primary_sector_no_shopkeepers,labor_saving,construction_cost_low,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,-3,,,,,,,,-1,,,,,,,,
building_datacenter_industry,pmg_base_building_datacenter,pm_local_data_storage_building_datacenter,upgrade,construction_cost_canal,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,-300,,,,,,,,,,,,,,,,,,,,-5,,
building_datacenter_industry,pmg_base_building_datacenter,pm_cloud_storage_building_datacenter,upgrade,construction_cost_canal,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,-450,,,,,,,,,,,,,,,,,,,,-10,,
building_datacenter_industry,pmg_ai_systems_building_datacenter,pm_no_model_training,labor_saving,construction_cost_canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_datacenter_industry,pmg_ai_systems_building_datacenter,pm_neural_model_training,labor_saving,construction_cost_canal,,,15,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,
building_datacenter_industry,pmg_ai_systems_building_datacenter,pm_generative_ai_models,labor_saving,construction_cost_canal,,,35,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,,
building_datacenter_industry,pmg_ai_systems_building_datacenter,pm_artificial_general_intelligence,labor_saving,construction_cost_canal,,,80,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,,
building_datacenter_industry,pmg_automation_building_datacenter,pm_early_computer_server_building_datacenter,labor_saving,construction_cost_canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,
building_datacenter_industry,pmg_automation_building_datacenter,pm_late_computer_server_building_datacenter,labor_saving,construction_cost_canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,,,60,,,,,,,,,,,,,,,,,,,,,,
building_datacenter_industry,pmg_data_transportation_building_datacenter,pm_local_network_building_datacenter,labor_saving,construction_cost_canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_datacenter_industry,pmg_data_transportation_building_datacenter,pm_internet_building_datacenter,labor_saving,construction_cost_canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,-10,,,,,,,,
building_dye_plantation,pmg_base_building_dye_plantation,default_building_dye_plantation,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_dye_plantation,pmg_base_building_dye_plantation,automatic_irrigation_building_dye_plantation,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,45,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_dye_plantation,pmg_base_building_dye_plantation,advanced_plantation_methods_building_dye_plantation,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,90,,,,,-5,,,-3,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,
building_dye_plantation,pmg_base_building_dye_plantation,drone_assisted_agriculture_building_dye_plantation,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,105,,,,,-5,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,-2,,,,,,,,
building_dye_plantation,pmg_dye_exploitation,default_labour,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_dye_plantation,pmg_dye_exploitation,slave_exploitation_dye,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_dye_plantation,pmg_dye_exploitation,worker_exploitation_dye,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_dye_plantation,pmg_train_automation_building_dye_plantation,pm_road_carts,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_dye_plantation,pmg_train_automation_building_dye_plantation,pm_steam_rail_transport,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,
building_dye_plantation,pmg_train_automation_building_dye_plantation,pm_multiway_transport_plantation,labor_saving,construction_cost_low,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,
building_dye_plantation,pmg_data_optimization_primary_sector_no_shopkeepers,pm_manual_data_reporting_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_dye_plantation,pmg_data_optimization_primary_sector_no_shopkeepers,pm_manual_data_optimization_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_dye_plantation,pmg_data_optimization_primary_sector_no_shopkeepers,pm_digital_data_optimization_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_dye_plantation,pmg_data_optimization_primary_sector_no_shopkeepers,pm_digital_data_on_premises_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,-1,,,,,,,,,,,,,,,,
building_dye_plantation,pmg_data_optimization_primary_sector_no_shopkeepers,pm_internet_data_reporting_primary_sector_no_shopkeepers,labor_saving,construction_cost_low,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,-3,,,,,,,,-1,,,,,,,,
building_ecommerce_logistics,pmg_delivery_mode_building_ecommerce_logistics,pm_local_courier_network,upgrade,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,-3,,,,,,,,,,,,,,-5,,,,,,,
building_ecommerce_logistics,pmg_delivery_mode_building_ecommerce_logistics,pm_platform_gig_delivery,upgrade,construction_cost_modern,,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,-5,,,,,,,,,,,,,,-5,,,,,,,
building_ecommerce_logistics,pmg_delivery_mode_building_ecommerce_logistics,pm_integrated_retail_ecommerce,upgrade,construction_cost_modern,,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,-8,,,,,-5,,,,,,,,,-5,,,,,,,
building_ecommerce_logistics,pmg_delivery_mode_building_ecommerce_logistics,pm_predictive_fulfilment_network,upgrade,construction_cost_modern,,,-10,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,-10,,,,,-10,,,,,,,,-10,-5,,,,,,,
building_ecommerce_logistics,pmg_fulfilment_model_building_ecommerce_logistics,pm_light_store_pickup,labor_saving,construction_cost_modern,,,,,,,,,,,,,,,-6,,,,,,,-4,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_ecommerce_logistics,pmg_fulfilment_model_building_ecommerce_logistics,pm_heavy_centralized_fulfilment,labor_saving,construction_cost_modern,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,-2,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,-2,,,,,,
building_ecommerce_logistics,pmg_fulfilment_model_building_ecommerce_logistics,pm_mixed_robotic_microfulfilment,labor_saving,construction_cost_modern,,,,,,,,,,,,,,,-4,,,,-1,,,-3,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,-1,,,,,,
building_ecommerce_logistics,pmg_automation_building_ecommerce_logistics,pm_advanced_assembly_lines_building_ecommerce_logistics,labor_saving,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,
building_ecommerce_logistics,pmg_automation_building_ecommerce_logistics,pm_robotic_building_ecommerce_logistics,labor_saving,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,
building_ecommerce_logistics,pmg_automation_building_ecommerce_logistics,pm_iot_building_ecommerce_logistics,labor_saving,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,-5,,,,,,,,
